Provider_Number,STATUS,FYB,FYE,Hospital_Name,Street_Address,City,PO_Box,State,Zip_Code,County,MSA,RPT_REC_NUM,FY,IME_PART_A,IME_PART_C,IME_Capital_PPS,Total_IME_Payments,DSH_Part_A,DSH_Part_C,Total_DSH_Payments,DGME_Part_A_and_C,DGME_Part_B,Total_DGME_Payments,Hospital_Beds,Labor_Delivery_Beds,Total_Hosp_Beds,Total_Hosp_Medicare_Days,Total_Hosp_Medicaid_Days,Total_Hosp_Days,Total_Hosp_Bed_Days_Available,Interns_and_Residents,Total_Hosp_Employees_on_Payroll,Total_Hosp_Nonpaid_Workers,Total_Hosp_CHIP_Discharges,Total_Hosp_Medicare_Discharges,Total_Hosp_Medicaid_Discharges,Total_Hosp_Discharges,Medicaid_HMO_Discharges,Medicaid_HMO_IPF_Subp_Discharges,Medicaid_HMO_IRF_Subp_Discharges,Medicaid_IPF_Subp_Discharges,Medicaid_IRF_Subp_Discharges,Total_IPF_Subp_Discharges,Total_IRF_Subp_Discharges
010169,AS_SUBMITTED,10/01/2022,09/30/2023,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,,AL,36502,ESCAMBIA,0,765016,2023,0,0,0,0,15489,0,15489,0,0,0,49,0,49,714,335,3080,17885,0,138.63,0,0,147,85,726,0,0,0,0,0,0,0
010173,AS_SUBMITTED,07/01/2023,06/30/2024,ST. VINCENTS CHILTON,2030 LAY DAM ROAD,CLANTON,,AL,35045,CHILTON,0,796317,2023,0,0,0,0,14075,0,14075,0,0,0,26,0,26,336,225,2093,9516,0,110.14,0,0,113,94,716,0,0,0,0,0,0,0
010174,AS_SUBMITTED,01/01/2023,12/31/2023,THOMASVILLE REGIONAL MEDICAL CENTER,300 MED PARK DRIVE,THOMASVILLE,,AL,36784,CLARKE,0,775304,2023,0,0,0,0,10423,0,10423,0,0,0,29,0,29,315,95,582,10585,0,100.35,0,0,82,62,279,0,0,0,0,0,0,0
010175,AS_SUBMITTED,10/01/2022,09/30/2023,EAMC-LANIER,4800 48TH STREET,VALLEY,,AL,36854,CHAMBERS,580,765017,2023,0,0,0,0,9844,0,9844,0,0,0,12,0,12,753,197,2228,4380,0,171.82,0,0,132,54,441,0,0,0,0,0,164,234
011300,AS_SUBMITTED,10/01/2022,09/30/2023,WASHINGTON COUNTY HOSPITAL,ST. STEPHENS AVENUE,CHATOM,1299,AL,36518,WASHINGTON,0,765018,2023,0,0,0,0,0,0,0,0,0,0,15,0,15,1025,270,2326,5475,0,87.64,0,0,53,76,189,0,0,0,0,0,0,0
011302,AS_SUBMITTED,10/01/2022,09/30/2023,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,490,AL,35582-,,0,765019,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1428,43,2565,9125,0,78.68,0,0,86,9,154,0,0,0,0,0,0,0
011304,AS_SUBMITTED,01/01/2023,12/31/2023,OCHSNER CHOCTAW GENERAL,401 VANITY FAIR LANE,BUTLER,618,AL,36904,BUTLER,0,775305,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1121,11,2225,9125,0,78.06,0,0,18,4,53,0,0,0,0,0,0,0
011305,AS_SUBMITTED,07/01/2023,06/30/2024,ST. VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,1000,AL,35121-,BLOUNT,1000,796318,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,961,202,4143,9150,0,116.67,0,0,120,76,781,0,0,0,0,0,0,0
011306,AMENDED,07/01/2023,06/30/2024,TANNER MEDICAL CENTER ALABAMA  INC.,1032 MAIN STREET SOUTH,WEDOWEE,,AL,36278,,0,799936,2023,0,0,0,0,0,0,0,0,0,0,15,0,15,486,4,1192,5490,0,88.18,0,0,72,2,225,0,0,0,0,0,0,0
012006,AS_SUBMITTED,04/01/2023,03/31/2024,INFIRMARY LTAC HOSPITAL,5 MOBILE INFIRMARY CIRCLE,MOBILE,2144,AL,36607,MOBILE,5160,782104,2023,0,0,0,0,0,0,0,0,0,0,31,0,31,3967,0,8014,11346,0,72.52,0,0,161,0,280,0,0,0,0,0,0,0
012008,AS_SUBMITTED,09/01/2023,08/31/2024,SSH - BIRMINGHAM,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,3RD FLOOR,AL,35213,JEFFERSON,1000,796977,2023,0,0,0,0,0,0,0,0,0,0,38,0,38,2955,0,9052,13908,0,89.37,0,0,95,0,260,0,0,0,0,0,0,0
012009,SETTLED,09/01/2023,08/31/2024,NOLAND HOSPITAL BIRMINGHAM II,50 MEDICAL PARK EAST  8TH FLOOR,BIRMINGHAM,,AL,35235,JEFFERSON,1000,796978,2023,0,0,0,0,0,0,0,0,0,0,34,0,34,1845,0,5980,17079,0,47,0,0,75,0,223,0,0,0,0,0,0,0
012010,AS_SUBMITTED,09/01/2023,08/31/2024,NOLAND HOSPITAL DOTHAN II,1180 ROSS CLARK CIRCLE 4TH FLOOR,DOTHAN,,AL,36301,HOUSTON,2180,796501,2023,0,0,0,0,0,0,0,0,0,0,38,0,38,2838,0,4873,13908,0,38.3,0,0,109,0,196,0,0,0,0,0,0,0
012011,AS_SUBMITTED,09/01/2023,08/31/2024,NOLAND HOSPITAL ANNISTON II,400 E. 10TH STREET 4TH FLOOR,ANNISTON,,AL,36207-4716,CALHOUN,450,796502,2023,0,0,0,0,0,0,0,0,0,0,38,0,38,2589,0,4975,13908,0,32.6,0,0,106,0,206,0,0,0,0,0,0,0
012012,SETTLED,09/01/2023,08/31/2024,NOLAND HOSPITAL TUSCALOOSA II,809 UNIVERSITY BLVD E. 4TH FLOOR,TUSCALOOSA,,AL,35402-0284,TUSCALOOSA,8600,796879,2023,0,0,0,0,0,0,0,0,0,0,32,0,32,1719,0,3483,11712,0,30.1,0,0,66,0,136,0,0,0,0,0,0,0
012014,AS_SUBMITTED,05/01/2023,04/30/2024,NORTH ALABAMA SPECIALTY HOSPITAL,700 WEST MARKET STREET 2ND FLOOR,ATHENS,,AL,35611,LIMESTONE COUNTY,3440,785304,2023,0,0,0,0,0,0,0,0,0,0,31,0,31,3062,0,5270,11346,0,49,0,0,133,0,206,0,0,0,0,0,0,0
013025,AMENDED,01/01/2023,12/31/2023,ENCOMPASS HEALTH LAKESHORE REHABILIT,ENCOMPASS HEALTH LAKESHORE REHABILIT,BIRMINGHAM,,AL,35209,JEFFERSON,1000,796148,2023,0,0,0,0,0,0,0,0,0,0,100,0,100,12588,4437,32782,36500,0,295.19,0,0,1062,365,2703,129,0,0,0,0,0,0
013028,AMENDED,01/01/2023,12/31/2023,ENCOMPASS HEALTH REHABILITATION HOSP,4465 NARROW LANE ROAD,MONTGOMERY,,AL,36116,MONTGOMERY,5240,796149,2023,0,0,0,0,0,0,0,0,0,0,75,0,75,11240,0,24168,27375,0,203.43,0,0,914,0,1861,42,0,0,0,0,0,0
013029,AS_SUBMITTED,06/01/2023,05/31/2024,ENCOMPASS HEALTH REHABILITATION HOSP,1490 HIGHWAY 72 EAST,HUNTSVILLE,,AL,35811,MADISON,3440,785192,2023,0,0,0,0,0,0,0,0,0,0,85,0,85,15689,0,30526,31110,0,247.33,0,0,1233,0,2368,29,0,0,0,0,0,0
013030,AS_SUBMITTED,08/01/2023,07/31/2024,ENCOMPASS HEALTH REHABILITATION HOSP,1736 EAST MAIN STREET,DOTHAN,,AL,36301,HOUSTON,2180,791057,2023,0,0,0,0,0,0,0,0,0,0,56,0,56,11758,0,19952,20496,0,167.7,0,0,1051,0,1814,31,0,0,0,0,0,0
013031,AS_SUBMITTED,07/01/2023,06/30/2024,ENCOMPASS HEALTH REHABILITATION HOSP,900 OAK MOUNTAIN COMMONS LANE,PELHAM,,AL,35124,SHELBY,1000,786610,2023,0,0,0,0,0,0,0,0,0,0,34,0,34,5268,0,10922,12444,0,100.1,0,0,473,0,992,6,0,0,0,0,0,0
013032,AMENDED,01/01/2023,12/31/2023,ENCOMPASS HEALTH REHABILITATION HOSP,801 GOODYEAR AVENUE,GADSDEN,,AL,35903,ETOWAH,2880,796150,2023,0,0,0,0,0,0,0,0,0,0,49,0,49,9088,0,16821,17885,0,148.93,0,0,722,0,1362,16,0,0,0,0,0,0
013033,AS_SUBMITTED,06/01/2023,05/31/2024,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 N,PHENIX CITY,,AL,36867,RUSSELL,1800,785193,2023,0,0,0,0,0,0,0,0,0,0,58,0,58,11641,0,20258,21228,0,172.96,0,0,957,0,1663,9,0,0,0,0,0,0
013300,AS_SUBMITTED,01/01/2023,12/31/2023,THE CHILDRENS HOSPITAL OF ALABAMA,1600 7TH AVENUE SOUTH,BIRMINGHAM,,AL,35233,JEFFERSON,1000,774807,2023,0,0,0,0,0,0,0,0,6989,6989,351,0,351,694,0,98448,128115,145.74,4552,13.9,0,110,0,16130,0,0,0,0,0,0,0
013301,AS_SUBMITTED,10/01/2022,09/30/2023,USA CHILDRENS AND WOMENS HOSPITAL,1700 CENTER STREET,MOBILE,,AL,36604,MOBILE,5160,764370,2023,0,0,0,0,0,0,0,0,69876,69876,245,15,260,93,43523,61088,94900,69.69,1255.53,0,0,26,6172,10103,0,0,0,0,0,0,0
014000,SETTLED,07/01/2023,06/30/2024,HILL CREST HOSPITAL,6869 FIFTH AVNUE SOUTH,BIRMINGHAM,,AL,35212,,1000,785404,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014006,SETTLED,01/01/2023,12/31/2023,MOUNTAIN VIEW HOSPITAL,3001 SCENIC HWY,GADSEN,,AL,35904-3047,,2880,777696,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014007,SETTLED,07/01/2023,06/30/2024,BRYCE HOSPITAL,1651 RUBY TYLER PARKWAY,TUSCALOOSA,,AL,35404-2990,TUSCALOOSA,8600,794267,2023,0,0,0,0,0,0,0,0,0,0,98,0,98,0,0,32047,35868,0,704.81,0,0,0,0,67,0,0,0,0,0,0,0
014012,SETTLED,10/01/2022,09/30/2023,MARY S HARPER GERIATRIC PSYCH CEN,201 UNIVERSITY BOULEVARD,TUSCALOOSA,21231,AL,35402-,TUSCALOOSA,8600,761493,2023,0,0,0,0,0,0,0,0,0,0,126,0,126,130,12539,23518,45990,0,335.29,0,0,12,57,69,0,0,0,0,0,0,0
014013,SETTLED,07/01/2023,06/30/2024,PREMIER BEH SOLUTIONS OF ALABAMA,700 E COTTONWOOD RD,DOTHAN,,AL,36301,,2180,785405,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014014,SETTLED,10/01/2022,09/30/2023,BAYPOINTE BEHAVIORAL HEALTH,5800 SOUTHLAND DRIVE,MOBILE,,AL,36693-3313,,5160,764570,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014015,SETTLED,01/01/2023,12/31/2023,BEACON CHILDRENS HOSPITAL,150 HOSPITAL DRIVE,LUVERNE,,AL,36049,,0,767588,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014016,SETTLED,03/24/2023,12/31/2023,THE SANCTUARY AT THE WOODLANDS,1910 CHEROKEE AVE SW,CULLMAN,,AL,35055,CULLMAN,0,778338,2023,0,0,0,0,0,0,0,0,0,0,40,0,40,2568,0,5569,11320,0,50.84,0,0,145,0,284,0,0,0,0,0,0,0
014017,SETTLED,10/01/2022,09/30/2023,EASTPOINTE HOSPITAL,7400 ROPER LANE,DAPHNE,,AL,36526,BALDWIN,5160,766028,2023,0,0,0,0,0,0,0,0,0,0,82,0,82,1387,0,22912,29930,0,132,0,0,50,0,545,0,0,0,0,0,0,0
014018,AS_SUBMITTED,01/01/2023,12/31/2023,BEHAVIORAL HEALTH CENTERS,5315 MILLENNIUM DRIVE NORTWEST,HUBTSVILLE,,AL,35806,MADISON,3440,775306,2023,0,0,0,0,0,0,0,0,0,0,20,0,20,3834,0,5844,7300,0,30.64,0,0,217,0,379,0,0,0,0,0,0,0
020001,AS_SUBMITTED,01/01/2023,12/31/2023,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,196604,AK,99519-6604,,380,776854,2023,2424876,0,138177,2563053,4967852,0,4967852,821480,325922,1147402,401,0,401,40759,33476,112510,146365,34.12,2392.03,0,0,4788,3954,15050,48,0,0,0,0,0,0
020006,AS_SUBMITTED,01/01/2023,12/31/2023,MAT-SU REGIONAL MED CTR,2500 S. WOODWORTH LOOP,PALMER,1687,AK,99645-,MATANUSKA-SUSITNA MUNICIPALITY,0,777159,2023,0,0,0,0,865450,0,865450,0,0,0,125,0,125,11701,9166,28185,45625,0,697.76,0,0,2148,2025,6245,23,0,0,0,0,0,0
020008,AMENDED,07/01/2023,06/30/2024,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DRIVE,JUNEAU,,AK,99801-,JUNEAU BOROUGH,0,795835,2023,0,0,0,0,0,0,0,0,0,0,45,0,45,3500,1845,7381,16470,0,564.39,0,0,537,340,1292,0,0,0,196,0,309,0
020012,AS_SUBMITTED,01/01/2023,12/31/2023,FAIRBANKS MEMORIAL,1650 COWLES ST,FAIRBANKS,,AK,99701,NORTH STAR BOROUGH,0,776670,2023,0,0,0,0,785098,0,785098,0,0,0,122,5,127,6588,6041,21573,46355,0,1374.06,0,0,1323,1779,5852,0,0,0,0,0,0,0
020017,AMENDED,01/01/2023,12/31/2023,ALASKA REGIONAL HOSPITAL,2801 DEBAR ROAD,ANCHORAGE,,AK,99508,MUNICIPALITY OF ANCHORAGE,380,795306,2023,0,0,0,0,2200670,0,2200670,0,0,0,170,6,176,19354,9175,42584,63902,0,796.61,0,0,2870,1885,7325,0,0,0,0,31,0,230
020018,AS_SUBMITTED,10/01/2022,09/30/2023,YK DELTA REGIONAL HOSPITAL,SUTE 3000,BETHEL,287,AK,99559,BETHEL,0,776855,2023,0,0,0,0,69695,0,69695,0,0,0,34,0,34,1040,2102,3494,12410,0,1630,0,0,183,821,1182,0,0,0,0,0,0,0
020024,AS_SUBMITTED,07/01/2023,06/30/2024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,,AK,99969-,KENAI PENINSULA BOROUGH,,794702,2023,0,0,0,0,0,0,0,0,0,0,49,0,49,6835,2507,15356,17934,0,1116.35,0,0,1123,525,2681,0,0,0,0,0,0,0
020026,AS_SUBMITTED,10/01/2022,09/30/2023,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DRIVE,ANCHORAGE,,AK,99508,ANCHORAGE,380,777804,2023,0,0,0,0,3860813,0,3860813,0,0,0,153,0,153,10400,25305,43961,55481,0,3047,0,0,1775,5253,8018,0,0,0,0,0,0,0
021301,AS_SUBMITTED,01/01/2023,12/31/2023,PROVIDENCE VALDEZ MEDICAL CENTER,911 MEALS AVENUE,VALDEZ,,AK,99686-,VALDEZ-CORDOVA BOROUGH,0,775525,2023,0,0,0,0,0,0,0,0,0,0,11,0,11,146,221,608,4015,0,76.1,0,0,22,33,100,0,0,0,0,0,0,0
021302,AS_SUBMITTED,01/01/2023,12/31/2023,PROVIDENCE SEWARD MEDICAL & CARE CEN,417 1ST AVENUE,SEWARD,365,AK,99664-0365,KENAI PENINSULA BOROUGH,0,775526,2023,0,0,0,0,0,0,0,0,0,0,6,0,6,110,40,243,2190,0,89.07,0,0,26,9,59,0,0,0,0,0,0,0
021304,AS_SUBMITTED,07/01/2023,06/30/2024,PETERSBURG MEDICAL CENTER,103 FRAM STREET,PETERSBURG,589,AK,99833-,WRANGELL-PETERSBURG,0,791806,2023,0,0,0,0,0,0,0,0,0,0,12,0,12,527,145,804,4392,0,113.86,0,0,48,45,125,0,0,0,0,0,0,0
021305,AS_SUBMITTED,10/01/2022,09/30/2023,WRANGELL MEDICAL CENTER,310 BENNETT STREET,WRANGELL,1081,AK,99929-,,0,765161,2023,0,0,0,0,0,0,0,0,0,0,8,0,8,517,31,764,2920,0,81,0,0,41,11,76,0,0,0,0,0,0,0
021306,AS_SUBMITTED,01/01/2023,12/31/2023,PROV. KODIAK ISLAND MEDICAL CENTER,1915 E REZANOF DRIVE,KODIAK,1187,AK,99615,KODIAK ISLAND BOROUGH,0,775789,2023,0,0,0,0,0,0,0,0,0,0,24,0,24,938,666,2311,8760,0,156.14,0,0,161,177,607,11,0,0,0,0,0,0
021307,AS_SUBMITTED,01/01/2023,12/31/2023,CORDOVA COMMUNITY MEDICAL CENTER,602 CHASE STREET,CORDOVA,160,AK,99574-,CORDOVA,0,773323,2023,0,0,0,0,0,0,0,0,0,0,13,0,13,512,138,772,4745,0,46.49,0,0,27,12,54,0,0,0,0,0,0,0
021308,AS_SUBMITTED,10/01/2022,09/30/2023,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK,NOME,966,AK,99762-,NOME BOROUGH,0,765021,2023,0,0,0,0,0,0,0,0,0,0,18,0,18,1447,1640,3943,6570,0,768,0,0,156,391,752,0,0,0,0,0,0,0
021309,AS_SUBMITTED,10/01/2022,09/30/2023,KANAKANAK HOSPITAL,6000 KANAKANAK ROAD,DILLINGHAM,,AK,99576,DILLINGHAM,0,766580,2023,0,0,0,0,0,0,0,0,0,0,16,0,16,335,425,1019,5840,0,510,0,0,67,122,270,0,0,0,0,0,0,0
021310,AS_SUBMITTED,10/01/2022,09/30/2023,MANIILAQ HEALTH CENTER,436 5TH AVENUE,KOTZEBUE,43,AK,99752,KOBUK,0,765291,2023,0,0,0,0,0,0,0,0,0,0,17,0,17,319,485,907,6205,0,387,0,0,98,185,381,0,0,0,0,0,0,0
021311,AS_SUBMITTED,07/01/2023,06/30/2024,KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,KETCHIKAN,,AK,99901-5746,KETCHIKAN GATEWAY BOROUGH,0,793934,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1494,724,3372,9150,0,358.05,0,0,328,221,951,20,0,0,0,0,0,0
021312,AS_SUBMITTED,10/01/2022,09/30/2023,SAMUEL SIMMONDS MEMORIAL HOSPITAL,1296 AGVIK STREET,BARROW,29,AK,99723,NORTH SLOPE BOROUGH,0,765022,2023,0,0,0,0,0,0,0,0,0,0,10,0,10,428,330,974,3650,0,478,0,0,138,104,353,0,0,0,0,0,0,0
021313,AS_SUBMITTED,07/01/2023,06/30/2024,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST.,HOMER,,AK,99603-,,0,792986,2023,0,0,0,0,0,0,0,0,0,0,21,0,21,1850,717,3375,7686,0,448.39,0,0,223,147,551,0,0,0,0,0,0,0
021314,AS_SUBMITTED,10/01/2022,09/30/2023,MT EDGECUMBE HOSPITAL,3245 HOSPITAL DR.,JUNEAU,,AK,99801,SITKA BOROUGH,0,765023,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1997,750,4125,9125,0,1580,0,0,270,195,728,0,0,0,0,0,0,0
022001,AS_SUBMITTED,01/01/2023,12/31/2023,ALASKA SPECIALTY HOSPITAL  LLC,4800 CORDOVA STREET,ANCHORAGE,,AK,99503,ANCHORAGE MUNICIPALITY,380,775527,2023,0,0,0,0,0,0,0,0,0,0,21,0,21,1422,768,4215,8350,0,154.77,0,0,40,17,103,0,0,1,0,82,0,572
024001,SETTLED,01/01/2023,12/31/2023,NORTH STAR HOSPITAL,2530 DEBARR RD,ANCHORAGE,,AK,99508-2948,,380,777596,2023,0,0,0,0,0,0,0,0,0,0,140,0,140,357,12955,19637,51100,0,178.86,0,0,24,566,816,0,0,0,0,0,0,0
024002,AS_SUBMITTED,07/01/2023,06/30/2024,ALASKA PSYCHIATRIC INSTITUTE,3700 PIPER ST,ANCHORAGE,,AK,99508-4677,ANCHORAGE,380,793389,2023,0,0,0,0,0,0,0,0,0,0,80,0,80,1176,3117,26798,29280,0,350.45,0,0,83,31,519,0,0,0,0,0,0,0
030002,AS_SUBMITTED,01/01/2023,12/31/2023,BANNER UNIVERSITY MEDICAL CENTER PHX,1111 EAST MCDOWELL ROAD,PHOENIX,,AZ,85006,,6200,774650,2023,9632249,0,493340,10125589,5004041,0,5004041,5521717,2138769,7660486,656,20,676,25667,91022,212910,246366,243,3959.04,0,0,3554,11965,33486,0,0,0,422,0,786,0
030006,AS_SUBMITTED,01/01/2023,12/31/2023,TUCSON MEDICAL CENTER,5301 E GRANT ROAD,TUCSON,,AZ,85712,PIMA,8520,774808,2023,4061389,0,187508,4248897,4184181,0,4184181,1670646,699287,2369933,473,0,473,29893,47319,150115,176181,36.75,3346.74,0,0,6294,9675,37376,0,0,0,0,0,0,0
030007,AS_SUBMITTED,07/01/2023,06/30/2024,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,,AZ,86326,YAVAPAI,2620,794703,2023,1141995,0,82678,1224673,305831,0,305831,491207,412231,903438,87,0,87,5543,3022,17231,31842,13.94,600.6,0,0,1498,941,4755,0,0,0,0,0,0,0
030010,AS_SUBMITTED,10/01/2022,06/30/2023,CARONDELET ST. MARYS HOSPITAL,1601 W. ST. MARYS ROAD,TUCSON,,AZ,85745-,PIMA,8520,757634,2023,0,0,0,0,623345,0,623345,0,0,0,357,0,357,5720,1779,30889,97461,0,648.72,0,0,1187,168,6066,1141,75,31,2,0,319,273
030010,AS_SUBMITTED,07/01/2023,06/30/2024,CARONDELET ST. MARYS HOSPITAL,1601 W. ST. MARYS ROAD,TUCSON,,AZ,85745-,PIMA,8520,794268,2023,0,0,0,0,723947,0,723947,0,0,0,357,0,357,6987,2263,40621,130662,0,643.32,0,0,1553,237,8398,1428,182,35,0,4,548,346
030011,AS_SUBMITTED,07/01/2023,06/30/2024,CARONDELET ST. JOSEPH HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,,AZ,85732-,PIMA,8520,793162,2023,0,0,0,0,738112,0,738112,0,0,0,450,21,471,9291,1781,51297,172386,0,804.2,0,0,2014,97,10698,1984,30,0,0,0,53,0
030011,AS_SUBMITTED,10/01/2022,06/30/2023,CARONDELET ST. JOSEPH HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,,AZ,85732-,PIMA,8520,757635,2023,0,0,0,0,652820,0,652820,0,0,0,390,21,411,7272,1330,40819,112174,0,820.36,0,0,1589,56,8397,1733,356,0,1,0,540,0
030012,AS_SUBMITTED,01/01/2023,12/31/2023,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,,AZ,86301,YAVAPAI,2620,774476,2023,0,0,0,0,0,0,0,0,0,0,218,0,218,20244,4121,58753,79570,0,1664.92,0,0,4180,920,13537,650,0,0,0,0,0,0
030013,AMENDED,10/01/2022,09/30/2023,YUMA REGIONAL MEDICAL CENTER,2400 S AVENUE A,YUMA,,AZ,85364,YUMA,9360,797545,2023,1079977,0,117159,1197136,2255364,0,2255364,450002,545991,995993,430,0,430,13365,18499,54143,150374,24.53,2258.54,0,0,3235,4188,11279,0,0,0,0,0,0,0
030014,AS_SUBMITTED,01/01/2023,12/31/2023,HONORHEALTH JOHN C. LINCOLN MED CTR,250 EAST DUNLAP,PHOENIX,,AZ,85020,MARICOPA,6200,775981,2023,944015,0,47655,991670,1388157,0,1388157,547959,243972,791931,239,0,239,12732,15289,57914,87235,11.01,1546.75,0,0,2848,2690,10736,0,0,0,0,0,0,0
030016,AS_SUBMITTED,01/01/2023,12/31/2023,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BLVD,CASA GRANDE,,AZ,85122,,6200,774088,2023,6737,0,830,7567,583248,0,583248,0,0,0,141,0,141,5508,7033,25119,51465,0.32,600.69,0,0,1125,1160,5715,0,0,0,0,0,0,0
030022,AS_SUBMITTED,07/01/2023,06/30/2024,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,,AZ,85008,MARICOPA,6200,794269,2023,2777761,0,232717,3010478,1139905,0,1139905,4502454,858568,5361022,298,9,307,3704,23311,71884,112344,214.6,3023.25,0,0,556,4147,14891,5191,2390,0,9,0,4665,0
030023,AS_SUBMITTED,07/01/2023,06/30/2024,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER,FLAGSTAFF,,AZ,86001,COCONINO,2620,794270,2023,0,0,0,0,2907055,0,2907055,0,0,0,242,0,242,15588,19965,57532,88572,0,1610.54,0,0,3230,3923,12155,0,0,0,394,0,688,0
030024,AS_SUBMITTED,07/01/2023,06/30/2024,ST. JOSEPHS HOSPITAL & MEDICAL CTR,350 WEST THOMAS ROAD,PHOENIX,,AZ,85013,MARICOPA,6200,794561,2023,13937249,0,768303,14705552,4746882,0,4746882,7236967,2361680,9598647,531,33,564,23978,36885,170594,206424,192.74,4706.19,0,0,4565,6909,32260,3985,0,51,0,26,0,657
030030,AMENDED,04/01/2023,03/31/2024,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,,AZ,85015-2443,MARICOPA,6200,799773,2023,370994,0,35707,406701,540637,0,540637,967621,207835,1175456,149,0,149,3087,1008,24585,54541,16.16,431.01,0,0,597,219,5081,1607,0,2,0,0,0,3
030036,AMENDED,01/01/2023,12/31/2023,CHANDLER REGIONAL MEDICAL CENTER,475 SOUTH DOBSON ROAD,CHANDLER,,AZ,85224,MARICOPA,6200,777806,2023,829274,287101,46702,1163077,1559269,539832,2099101,422239,144363,566602,429,0,429,29100,2150,135027,156585,8.95,2351.02,0,0,6809,438,31986,5737,0,0,0,0,0,0
030037,AMENDED,06/01/2023,05/31/2024,TEMPE ST. LUKES HOSPITAL,1500 S. MILL AVENUE,TEMPE,,AZ,85281,MARICOPA,6200,795664,2023,0,0,0,0,156444,0,156444,0,0,0,74,0,74,647,315,5476,27084,0,222.88,0,0,164,86,1694,649,0,0,0,0,0,0
030038,AS_SUBMITTED,01/01/2023,12/31/2023,HONORHEALTH SCOTTSDALE OSBORN MED CT,7400 EAST OSBORN ROAD,SCOTTSDALE,,AZ,85251,MARICOPA,6200,777161,2023,2182030,0,160738,2342768,964186,0,964186,1553326,699320,2252646,337,0,337,18694,11100,59309,121869,22.04,1424.61,0,0,4474,2264,13068,0,0,0,0,30,0,281
030043,AS_SUBMITTED,05/01/2023,04/30/2024,CANYON VISTA MEDICAL CENTER,5700 E. HIGHWAY 90,SIERRA VISTA,,AZ,85635,COCHISE,0,785911,2023,1792956,0,154838,1947794,350086,0,350086,814886,522034,1336920,74,7,81,5294,2689,16189,29646,25.43,520.83,0,0,1431,716,4486,0,0,0,297,0,562,0
030055,AS_SUBMITTED,07/01/2023,06/30/2024,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,,AZ,86401,MOHAVE,4120,793786,2023,976645,0,71437,1048082,609543,0,609543,547748,575883,1123631,196,0,196,8761,9630,40343,71736,25.05,1560.6,0,0,1667,1940,8362,0,0,0,0,0,0,0
030061,AS_SUBMITTED,01/01/2023,12/31/2023,BANNER BOSWELL MEDICAL CENTER,10401 THUNDERBIRD BLVD.,SUN CITY,,AZ,85351-,MARICOPA,6200,776671,2023,200899,0,10958,211857,491133,0,491133,218697,83919,302616,410,0,410,22813,11281,82183,127020,2.69,1267.82,0,0,4701,1612,16022,0,0,0,0,0,0,0
030062,AS_SUBMITTED,01/01/2023,12/31/2023,SUMMIT HEALTHCARE,2200 SHOW LOW LAKE RD.,SHOW LOW,,AZ,85901,NAVAJO,0,776358,2023,0,0,0,0,463961,0,463961,0,0,0,89,0,89,4622,1827,16540,32485,0,1093.68,0,0,1435,503,5167,1190,30,0,0,0,251,0
